gene	expression	threshold	direction
AC091053.1	4.66448284036	0	up
AGBL1	4.53418613909	2.6494137942791	up
AL590007.1	6.68523936879	0	up
ALDH1B1	6.37573453858	5.73912414908409	up
ARHGAP5	4.60288440872	4.54623872041702	up
ATF7IP	4.40326772234	4.37216064333916	up
BNC2	4.39025495632	2.51627492904663	up
CAMSAP2	4.93545974781	3.64812612533569	up
CCSER2	5.51633038683	5.4960156083107	up
CD38	4.43295940728	4.13813279569149	up
CDR1-AS	4.33913738492	0.408735059201717	up
CH17-219N22.1	6.39711840904	0	up
CH17-232I21.1	5.45779126026	0	up
COL1A1	6.82183774609	5.5726520717144	up
COL3A1	6.70570149685	6.22510528564453	up
CTB-36O1.7	6.15603249889	0.384805770590901	up
CTC-264K15.6	4.23035674506	4.17183357477188	up
CTNNA3	5.59812695992	3.35091355443001	up
DDX6	5.13381009111	5.08095419406891	up
DNMT3A	4.21567859661	3.82159546017647	up
DPYSL2	4.71534429536	4.37106892466545	up
FP236383.5	5.1775192026	0	up
FP236383.7	10.0327207558	0	up
FP236383.8	10.0327207558	0	up
FP671120.2	10.0327207558	0	up
HEG1	4.23649261838	3.37126502394676	up
HIST1H1E	5.50080205306	0.763647947460413	up
HIST1H4C	4.55765515473	0.352239375934005	up
HIST2H2AC	5.94462422306	1.23622037656605	up
HIST2H2BE	6.61955973778	6.149682700634	up
HSPG2	6.83895176695	6.63558661937714	up
INADL	4.92076967302	4.74581629037857	up
ITGA1	4.29498826769	3.41534075140953	up
KAT2B	5.48188013962	5.33230841159821	up
LNPEP	4.46793154603	3.67633613944054	up
LPP	4.53418613909	4.39628863334656	up
MALAT1	11.6161582524	9.3313022851944	up
MED13	4.68985823632	4.50643843412399	up
MIR3648-1	7.83586092971	0	up
MIR3648-2	7.83586092971	0	up
MIR675	8.23850027888	0	up
MTND2P28	11.0281892566	10.8149484395981	up
MTND4P12	4.59633886421	2.29550690948963	up
Metazoa_SRP	17.8586438068	8.13066589832306	up
NFIA	4.73606362787	3.34056562185287	up
NFIB	5.12267271882	3.88137751817703	up
NT5C1A	6.79506558266	5.11326679587364	up
OIP5-AS1	5.76181714251	5.60412484407425	up
OPA1	5.79259510251	5.66659653186798	up
PMEPA1	4.72301239639	4.49591276049614	up
PPP1R12B	6.96924260443	6.79130673408508	up
PPP3R1	5.96462966672	5.49494999647141	up
PRKCDBP	5.3519109611	5.19828072190285	up
PTPRB	4.31903981556	3.36030495166779	up
PWAR5	4.5993177937	3.22772125899792	up
RMRP	12.6104389294	3.3882247209549	up
RN7SK	15.1733964549	6.64969027042389	up
RN7SKP176	4.94392132655	0.106960088014603	up
RN7SKP203	4.84096670449	0	up
RN7SKP230	4.37364821133	0	up
RN7SKP255	5.99140846676	0	up
RN7SKP71	4.31251996747	0	up
RN7SL1	15.5232697366	6.40118461847305	up
RN7SL128P	5.08873524619	0	up
RN7SL4P	7.52958672378	0	up
RN7SL674P	5.15704371015	0	up
RNA5-8S5	11.9749020982	11.6865390539169	up
RNA5SP187	4.48542682717	0	up
RNU1-1	10.8771537405	6.60139593482018	up
RNU1-2	10.6354279199	6.63169279694557	up
RNU1-27P	10.6354279199	6.63169279694557	up
RNU1-28P	10.8771537405	6.60139593482018	up
RNU1-3	10.8771537405	6.60139593482018	up
RNU1-4	10.6354279199	6.63169279694557	up
RNU12	4.70043971814	0.449063926935196	up
RNU2-2P	8.70746267107	5.96454779861961	up
RNU4-1	7.47783920078	0	up
RNU4-2	10.2649937686	8.83461579680443	up
RNU4ATAC	4.52293456094	0	up
RNU5A-1	7.59797803656	0	up
RNU5B-1	5.74335339094	0	up
RNU5E-1	4.79285535236	0	up
RNU6-1292P	4.22187708108	0	up
RNU6-33P	5.18269229752	0	up
RNVU1-18	10.8771537405	6.60139593482018	up
RNVU1-7	12.4595340791	4.75260004401207	up
RNY1	11.9079459317	0	up
SCARNA10	9.2349850374	0.981047917157412	up
SCARNA12	6.87282875953	3.2531111985445	up
SCARNA13	6.70487196446	2.80961666628718	up
SCARNA2	7.91617804254	2.06277185678482	up
SCARNA5	6.52340513286	0	up
SCARNA6	5.69237139971	2.05957412719727	up
SCARNA7	6.7779456707	1.93517938256264	up
SCARNA9	5.05180710701	2.003044500947	up
SEMA3C	5.06995989046	4.51832592487335	up
SKIL	4.71479501112	4.54744699597359	up
SLC12A2	4.25851892471	4.05194117128849	up
SLMAP	6.29810840321	6.26509118080139	up
SMG1P1	5.01703108053	4.6454704105854	up
SNHG22	4.4620523188	3.4015679359436	up
SNHG25	5.89360490486	2.83161424100399	up
SNORA24	4.64096791045	0	up
SNORA34	7.62314990022	0	up
SNORA37	4.84046323387	0	up
SNORA38B	4.23419472295	0	up
SNORA43	7.12876767669	0	up
SNORA47	5.39780296186	0	up
SNORA48	7.05593312861	0	up
SNORA49	4.86245139133	0	up
SNORA52	4.9126498649	0	up
SNORA54	7.564759219	0	up
SNORA57	5.62175885671	0	up
SNORA5C	5.16711703023	0	up
SNORA63	10.3748438721	4.60227929055691	up
SNORA68	4.88362081629	0	up
SNORA73A	7.59678609594	0.869435053318739	up
SNORA73B	7.38171597769	3.08561593294144	up
SNORA79	5.91121220156	0	up
SNORA7A	5.34269695998	0	up
SNORA7B	5.24184018356	0	up
SNORA80A	4.86245139133	0	up
SNORD10	7.18636189125	5.57942777872086	up
SNORD15B	7.33878094389	0	up
SNORD17	7.59633886421	2.54052132368088	up
SNORD3B-2	4.38543103719	1.46266132593155	up
SNORD8	5.4053116826	0	up
SNORD89	9.51206882625	0	up
SNORD94	6.30231905095	4.64419521391392	up
SNORD97	7.95640519964	0	up
SPARC	8.70199948229	8.67237961292267	up
SYNJ2BP	4.39985467357	4.28654983639717	up
TBL1XR1	4.75167794569	4.52219459414482	up
TCF4	5.05354581773	4.41446641087532	up
TTN	12.1854763406	9.71431529521942	up
TULP4	5.35755200462	3.53196629881859	up
U1	10.7252384293	6.82033720612526	up
UTRN	4.60703434595	4.17792022228241	up
ZBTB20	5.21140163742	1.71396315097809	up
ZHX3	4.53106949273	4.46220082044601	up
ZNF91	6.11519974939	4.07768672704697	up
