gene	expression	threshold	direction
AARSD1	4.02236781303	4.38023293018341	down
ABCC5	3.40463068422	3.81865274906158	down
AC002398.12	0.895302621333	1.71660083532333	down
AC005062.2	0.367371065649	0.965881854295731	down
AC011737.2	0.641546029088	1.2278054356575	down
AC018766.4	0.0976107966264	0.421236336231232	down
AC068831.15	0	0.514405518770218	down
AC093838.4	1.31614574229	1.39933267235756	down
ACTR3B	1.85199883711	2.10932821035385	down
ADCY6	2.25398926623	2.27862066030502	down
ADM	1.68257329735	1.74201390147209	down
AF127577.10	0	0.120280981063843	down
AGAP6	1.83187724119	2.0180546939373	down
AHSA2	1.92599941856	2.72437185049057	down
AKAP17A	2.6322682155	2.71754175424576	down
AL162151.3	0	0.359001100063324	down
ANAPC2	3.00180224263	3.08149349689484	down
ANKZF1	2.51349074559	2.61166730523109	down
ANP32B	3.6182386556	3.79473775625229	down
AP003419.11	0.97085365434	1.98282274603844	down
APBB3	2.10097764772	2.27214223146439	down
ARFGAP1	2.90110824301	3.28401917219162	down
ARGLU1	4.01703108053	4.4685897231102	down
ARPC3	3.86591881455	3.90992200374603	down
ARPC4-TTLL3	0.62293035092	0.690004020929337	down
ARRB2	1.69599381311	1.69833478331566	down
ASS1	2.8135246893	3.52582859992981	down
ATP1B3	2.60407132367	2.66580280661583	down
ATP5E	4.60644222813	4.63894617557526	down
ATP6V0E1	4.6182386556	4.86961674690247	down
BRK1	4.97819562968	5.23069941997528	down
C17orf89	4.23112515788	4.70038467645645	down
C1orf35	1.20789285164	1.54319328069687	down
C21orf59	2.83390207667	2.97676691412926	down
C7orf55	3.5210507369	3.83342456817627	down
C9orf78	3.82273014794	3.9650810956955	down
CARKD	3.27052894238	3.32286411523819	down
CBWD3	1.75702324651	1.85836511850357	down
CCDC130	2.72900887034	3.121657371521	down
CCDC84	2.59693514239	2.78253147006035	down
CCNL2	3.89141918685	4.57613003253937	down
CCS	2.61117238004	2.68243438005447	down
CDK11A	2.45680614923	2.93702161312103	down
CDK5RAP3	3.41953889151	3.47069185972214	down
CDKN1A	0.773996325111	2.92955374717712	down
CEP131	1.0071955014	1.03935274481773	down
CFAP36	1.57046293103	1.78505992889404	down
CFAP61	0.565597175854	1.79746636748314	down
CFDP1	2.55826763406	2.86242669820786	down
CH507-42P11.8	0.66902676551	0.787744522094727	down
CHKA	1.46988597627	1.91065734624863	down
CHKB	2.58976348698	2.63358584046364	down
CHMP4A	2.08746284125	2.86025813221931	down
CIB1	3.09254574154	3.12729871273041	down
CKB	1.97819562968	2.21110302209854	down
CLASRP	3.44493204894	3.78081464767456	down
CLK4	3.04264433741	3.05677509307861	down
CPNE1	3.82476785314	4.16150116920471	down
CPSF7	3.6599245584	3.80613112449646	down
CRELD2	1.94110631095	2.15154126286507	down
CSAD	1.82374936031	2.33753934502602	down
CSNK2B-LY6G5B-1181	0.124328135002	0.207409545779228	down
CSTB	2.86789646399	2.89360490441322	down
CTB-50L17.14	0.0426443374085	0.567423939704895	down
CTB-79E8.3	0	0.518216550350189	down
CTC-564N23.2	0	0.136643931269646	down
CTD-2263F21.1	0.575312330687	0.821660369634628	down
CTSF	3.72683121703	3.79429548978806	down
CXXC1	2.84999925947	3.07486712932587	down
CXorf40B	2.44890095115	2.57570812106133	down
DDA1	3.50589092973	3.63061255216599	down
DDX24	4.70099449417	4.88962030410767	down
DDX39B	5.88337643667	5.97732281684875	down
DHRS4	2.82374936031	3.21036577224731	down
DIO3OS	1.13093086983	1.16082781553268	down
DPH7	2.2750070475	2.6646586060524	down
DPP7	4.33699741661	4.3694189786911	down
ENTPD6	3.45811948117	3.46718770265579	down
EVA1C	1.62293035092	1.77267119288445	down
EXOSC1	2.45680614923	2.49316954612732	down
EXOSC7	3.24792751344	3.86476838588715	down
FABP5P7	0.963474123975	2.27714458107948	down
FAM127B	2.48284828307	2.74169299006462	down
FAM50A	4.23112515788	4.25234121084213	down
FKBP2	2.26002565596	2.58123514056206	down
FN3KRP	1.57531233069	1.58415767550468	down
FUS	5.71424551767	5.81934785842896	down
GABARAPL1	4.92124588859	5.03778445720673	down
GADD45B	2.11103131239	2.1548884510994	down
GADD45GIP1	3.70154905694	4.11067616939545	down
GBA2	3.94579495674	4.29708397388458	down
GCSHP5	2.40053792958	3.49782395362854	down
GDI1	4.0478873294	4.29442632198334	down
GOLGA6L5P	0.985500430305	1.17692169547081	down
GOLGA8B	1.49569516262	1.75646322965622	down
GPX3	4.97452931248	5.68126446008682	down
GRASP	1.82781902462	1.88351944088936	down
GRINA	4.84699468697	4.94632542133331	down
GRIPAP1	2.59693514239	2.62867936491966	down
GTF2H4	2.35614381023	2.40265253186226	down
GUK1	5.29682445865	5.36759728193283	down
HBA1	0.0426443374085	0.860772311687469	down
HBA2	1.11769504267	1.60830336809158	down
HBB	0	1.42165213823318	down
HCG25	1.42223300068	1.44854059815407	down
HDAC10	2.02147972741	2.13748282194138	down
HDDC2	5.02369891727	5.19863921403885	down
