gene	expression	threshold	direction
AARSD1	3.84799690655	4.38023293018341	down
ABCC5	3.75167794569	3.81865274906158	down
AC005062.2	0	0.965881854295731	down
AC007318.5	1.91838623445	2.03355076909065	down
AC011737.2	1.09085343045	1.2278054356575	down
AC068831.15	0	0.514405518770218	down
AC093838.4	1.33913738492	1.39933267235756	down
ACBD6	2.71808758396	2.92605751752853	down
ACOT13	2.79077203786	2.85750803351402	down
ACTR3B	1.53605290024	2.10932821035385	down
ADM	1.56559717585	1.74201390147209	down
ADRBK1	3.83086375675	3.83802133798599	down
AF127577.10	0	0.120280981063843	down
AIMP1	3.40053792958	3.67594575881958	down
AK6	3.68594014845	3.89125788211823	down
AKAP17A	2.63691458036	2.71754175424576	down
ALYREF	3.19061486021	3.28519892692566	down
ANAPC13	3.77294133783	4.06046772003174	down
ANAPC16	5.30231905095	5.53722774982452	down
ANP32B	3.50969584193	3.79473775625229	down
AP003419.11	0.97085365434	1.98282274603844	down
APBB3	2.04614178164	2.27214223146439	down
APEX1	4.24792751344	4.38305050134659	down
APH1A	3.70597790168	3.72803205251694	down
APOD	5.5677279633	6.10809457302094	down
ARFGAP1	3.11436702495	3.28401917219162	down
ARFGAP2	4.58074849176	4.64212638139725	down
ARFIP2	2.15704371015	2.32235935330391	down
ARGLU1	4.40326772234	4.4685897231102	down
ARIH2	5.14077865578	5.16341960430145	down
ARNTL	1.29278174923	1.62237599492073	down
ASS1	2.97452931248	3.52582859992981	down
ATF4	6.80012335283	7.26738858222961	down
ATG4D	3.93451650159	4.02395355701447	down
ATP5G2	8.17387697632	8.40385365486145	down
ATP5J	6.98777561614	7.14020735025406	down
ATP6V0E1	4.3812833725	4.86961674690247	down
ATP6V1F	5.14159627838	5.23376280069351	down
ATP6V1G1	4.60347798825	4.65652859210968	down
ATXN10	4.29498826769	4.57635724544525	down
BAG1	5.31215688831	5.53309768438339	down
BANF1	6.32481060342	6.4029438495636	down
BCL6	4.99864683901	5.04906630516052	down
BOD1	4.0285691522	4.07134801149368	down
BRK1	4.76606505147	5.23069941997528	down
BTF3	7.11113567023	7.4468104839325	down
BTF3L4P2	2.13422093976	2.66504913568497	down
C14orf119	2.43562859405	2.4771554172039	down
C14orf166	5.33485426933	5.62500542402267	down
C17orf89	3.88264304936	4.70038467645645	down
C19orf52	2.55336050334	2.61132857203484	down
C1QBP	5.40667271576	5.41654831171036	down
C1orf162	0.871843648509	0.95105367898941	down
C1orf35	1.22032995488	1.54319328069687	down
C3	3.15866017535	3.30555307865143	down
C9orf78	3.67694435911	3.9650810956955	down
CAMTA2	4.13422093976	4.18441373109818	down
CCDC107	2.92599941856	3.28080540895462	down
CCDC124	4.64327899631	5.05176967382431	down
CD40	1.29278174923	1.41098856925964	down
CDC37	6.19495379593	6.39751881361008	down
CDK11A	2.7398481027	2.93702161312103	down
CDK11B	3.32337006906	3.39969998598099	down
CDK4	2.95419631039	3.24420469999313	down
CDKN1A	1.80322703643	2.92955374717712	down
CFAP61	0.97085365434	1.79746636748314	down
CFDP1	2.4620523188	2.86242669820786	down
