gene	expression	threshold	direction
ABCC9	5.57531233069	5.53866052627563	up
AFAP1L1	5.61559285651	5.30911281704903	up
AGL	8.45799640708	8.23582923412323	up
AKAP2	4.60762622085	4.0405250787735	up
AKAP6	6.1327824573	5.89831402897835	up
ALKBH5	7.3954912931	7.38789522647858	up
ANK2	6.78293270482	6.52760064601898	up
ANKRD46	5.4215599449	5.30063766241074	up
ANO5	5.86987140618	5.72281312942505	up
APOOL	4.69376571222	3.68510293960571	up
APPL1	5.68425770506	4.85264652967453	up
ARHGAP5	5.09423606985	4.54623872041702	up
ARID1B	5.02768487694	4.89948856830597	up
ATF7IP	4.76075320806	4.37216064333916	up
BCL2	4.75221336787	4.5714309066534	up
BHLHE41	6.4041197244	6.39994814991951	up
BNC2	5.86839045305	2.51627492904663	up
BPGM	4.94953493302	4.37139731645584	up
C16orf72	5.43329332582	4.77887615561485	up
C18orf25	4.491211756	4.32536658644676	up
CACNA2D1	6.65635335246	6.48013776540756	up
CACUL1	4.49185309633	4.03725045919418	up
CAMSAP2	5.21684284284	3.64812612533569	up
CAPZA2	7.43504513128	7.20657080411911	up
CCSER2	5.96739919892	5.4960156083107	up
CD38	5.13791332209	4.13813279569149	up
CD93	4.62410089463	4.4523321390152	up
CDKN2AIPNL	5.51569983828	5.50126588344574	up
CEP170	4.62527048937	4.6068731546402	up
CHD2	5.93734439215	5.84357482194901	up
CLASP1	5.17911290068	5.13129255175591	up
CLIC5	8.06544306294	8.04238647222519	up
CNOT7	5.84949893172	5.60722309350967	up
CTAGE5	5.10517519227	4.99731323122978	up
CTB-36O1.4	6.2789140195	1.67841695249081	up
CTC-264K15.6	4.59812695992	4.17183357477188	up
CTNNA3	5.54936113292	3.35091355443001	up
CTNNBIP1	4.89093302171	4.08236575126648	up
CUL5	5.3600130422	4.92447051405907	up
DDX6	5.52638186256	5.08095419406891	up
DIP2C	4.66959375119	4.62774074077606	up
DMD	6.46956042171	6.41696274280548	up
DNMT3A	4.51285895445	3.82159546017647	up
DPP8	4.92267359285	4.45072847604752	up
DYRK2	5.51001246545	5.39120322465897	up
ELK4	4.87135084063	3.77637529373169	up
EPS15	5.63778411029	5.32129794359207	up
EXOC4	5.41987593042	5.3833504319191	up
FAM160A1	5.04351949366	4.36252510547638	up
FBXL17	5.38853397909	5.29816675186157	up
FEM1A	5.24145887127	5.07022097706795	up
FEM1C	4.99231525186	4.80567792057991	up
FLJ41941	4.47897180503	4.05519524216652	up
FOXN3	6.13422093976	5.91048991680145	up
FP236383.7	10.6497501666	0	up
FP236383.8	10.6497501666	0	up
FP671120.2	10.6497501666	0	up
FZD7	4.60229058486	4.31853660941124	up
GAPDHP1	4.72246602447	4.53087145090103	up
GATSL2	6.78267065868	6.3628748357296	up
GPC4	4.84498815668	3.9790848493576	up
GPD2	5.35438163211	5.03295749425888	up
GSK3B	4.65248649492	4.31229814887047	up
HDAC9	4.83035674742	3.89945650100708	up
HIPK3	6.57712666131	5.96350193023682	up
HIST1H1E	5.50303064564	0.763647947460413	up
HIST1H4C	5.21839371108	0.352239375934005	up
HIST2H2AC	5.79181407116	1.23622037656605	up
HIST2H2BE	6.30833903014	6.149682700634	up
HIVEP2	4.50969584193	4.23682102560997	up
INADL	4.80735492206	4.74581629037857	up
IQSEC1	4.97911075502	4.7279959321022	up
KIAA1109	5.02989454966	4.94482097029686	up
KIF13A	5.85449441815	5.70721632242203	up
KLHL24	7.11945993446	6.06727540493011	up
KLHL31	7.89506021269	7.11653172969818	up
KPNA4	6.27388882367	6.12997448444366	up
LANCL1-AS1	5.98823022306	5.38792085647583	up
LMOD1	6.46352437327	6.43632230162621	up
LNPEP	4.73498052344	3.67633613944054	up
MACROD1	8.50318969917	8.00694841146469	up
MAF	6.33217085042	5.83122780919075	up
MALAT1	10.0975054558	9.3313022851944	up
MED13	4.82323984413	4.50643843412399	up
MIR133B	4.93168305706	0	up
MIR3648-1	5.78345665436	0	up
MIR3648-2	5.78345665436	0	up
MIR378J	4.48928602263	0	up
MIR675	8.41814777313	0	up
MRPS30	5.56193705962	5.34817355871201	up
MSRB3	5.77768271707	5.72725611925125	up
MTND1P23	8.5610587762	6.24917310476303	up
MTND4P12	5.06393430575	2.29550690948963	up
MYL5	6.05745027218	5.33155757188797	up
MYLIP	5.13996056955	4.98901283740997	up
Metazoa_SRP	17.3893398503	8.13066589832306	up
NEDD1	5.73714591978	4.42565840482712	up
NFIA	5.28318097895	3.34056562185287	up
NFIB	5.26828466652	3.88137751817703	up
NFIX	8.04187813996	7.80738693475723	up
NR1D2	5.54225804977	5.28267392516136	up
NR3C1	5.5351198216	5.30006957054138	up
NT5C1A	6.23610988989	5.11326679587364	up
NUDT3	5.74173662383	5.36391022801399	up
OIP5-AS1	6.48880418737	5.60412484407425	up
OPA1	5.84498815668	5.66659653186798	up
OR7E47P	4.58074849176	4.52342833578587	up
P2RY1	4.60525726294	2.21410320699215	up
PCMTD1	6.50207595605	6.18739449977875	up
PCNX	4.74200621087	4.13588666915894	up
PCYOX1	6.16269343221	5.41402366757393	up
PDP1	6.15137177625	4.69187948107719	up
PHACTR2	4.51727569321	2.96406069397926	up
PHKB	6.94719858426	6.71754616498947	up
PHTF2	6.79350577167	6.26733416318893	up
PLCL1	4.87332106291	4.4364060908556	up
PMEPA1	4.81455042346	4.49591276049614	up
PPP1R12B	7.33530102097	6.79130673408508	up
PPP1R3A	8.35755200462	8.07876303792	up
PPP2R5C	5.70514852825	5.6438159942627	up
PPP3CA	5.58345891013	4.7969982624054	up
PPP3R1	6.81262657328	5.49494999647141	up
PRKAA2	5.79519549082	5.48974043130875	up
PWAR5	5.80193464627	3.22772125899792	up
RALGAPA1	4.78293270482	4.54615321755409	up
RASSF3	5.06781078379	4.06642714142799	up
RBM20	5.00360223668	4.5382633805275	up
RCL1	4.61999982982	4.18535250425339	up
RMND5A	5.79701297784	5.76198548078537	up
RMRP	11.6434413553	3.3882247209549	up
RN7SK	14.8122490172	6.64969027042389	up
RN7SKP255	5.66590435495	0	up
RN7SL1	14.7607963418	6.40118461847305	up
RN7SL4P	6.974299858	0	up
RNF144B	5.78004757606	5.55873629450798	up
RNU1-1	10.2934371617	6.60139593482018	up
RNU1-28P	10.2934371617	6.60139593482018	up
RNU1-3	10.2934371617	6.60139593482018	up
RNU2-2P	6.70238050162	5.96454779861961	up
RNU4-1	7.32364027884	0	up
RNU4-2	9.08733023451	8.83461579680443	up
RNU5A-1	5.23266075679	0	up
RNVU1-18	10.2934371617	6.60139593482018	up
RNY1	11.8193328865	0	up
SAR1B	7.38318586579	7.34303629398346	up
SCARNA10	8.23850027888	0.981047917157412	up
SCARNA12	6.92374344462	3.2531111985445	up
SCARNA13	6.81570350335	2.80961666628718	up
SCARNA2	8.0597230003	2.06277185678482	up
SCARNA5	5.52857131887	0	up
SCARNA7	6.24164954002	1.93517938256264	up
SGCB	6.28429202639	6.14833372831345	up
SGCD	5.79908730607	5.63362380862236	up
SGK1	6.27407525451	5.67043301463127	up
SKIL	4.74792441624	4.54744699597359	up
SLC12A2	4.54101915313	4.05194117128849	up
SLC30A9	4.81557542886	4.7663437128067	up
SMG1P1	4.68873986801	4.6454704105854	up
SNHG22	4.68369645431	3.4015679359436	up
SNORA34	8.27407525451	0	up
SNORA43	6.32012359804	0	up
SNORA47	5.39780296186	0	up
SNORA48	7.37729730643	0	up
SNORA52	4.6599245584	0	up
SNORA54	7.83371236902	0	up
SNORA57	6.07081863753	0	up
SNORA5C	4.89239102591	0	up
SNORA63	10.3463475145	4.60227929055691	up
SNORA73A	6.13010717866	0.869435053318739	up
SNORA73B	4.91552090075	3.08561593294144	up
SNORA7A	5.6264391367	0	up
SNORA7B	6.24298351611	0	up
SNORD10	7.36998986296	5.57942777872086	up
SNORD15B	5.24944534109	0	up
SNORD17	5.93097382556	2.54052132368088	up
SNORD8	6.63575439128	0	up
SNORD89	9.32278444087	0	up
SNORD94	5.95396359887	4.64419521391392	up
SNORD97	7.12225856781	0	up
SNTB1	5.10055722078	4.55350150167942	up
SNX13	5.07553263117	4.57248902320862	up
SOS2	5.6998847287	5.45164862275124	up
SPEG	8.25851892471	8.05495834350586	up
ST3GAL2	4.82832692641	4.2641716003418	up
SVILP1	4.5734957155	4.41539978981018	up
SYNJ2BP	4.79805051477	4.28654983639717	up
TBL1XR1	5.14649230698	4.52219459414482	up
TCF4	5.12722055049	4.41446641087532	up
TMEM106B	4.67694435911	4.18421044945717	up
TNPO1	5.31106710226	5.0936453640461	up
TTN	13.3680316691	9.71431529521942	up
TULP4	6.25701061821	3.53196629881859	up
UBR2	4.56071495447	4.44682168960571	up
UTRN	4.93073733756	4.17792022228241	up
VAPB	5.58646452589	5.56494700908661	up
VWA8	4.86096279786	4.60501980781555	up
WNK2	6.22747154636	6.02398955821991	up
WWP1	7.00831656373	6.89925074577332	up
ZBTB18	6.13627342985	5.68341514468193	up
ZBTB20	5.36492255851	1.71396315097809	up
ZBTB44	6.01547080764	5.2951592206955	up
ZHX3	4.88264304936	4.46220082044601	up
ZNF252P	4.5631581304	4.13778868317604	up
ZNF91	6.1319598229	4.07768672704697	up
ZYG11B	6.61573997271	5.97621476650238	up
snoZ278	5.06436554026	0	up
