gene	expression	threshold	direction
5S_rRNA	4.98732086593	0	up
A2M	7.07296327156	6.88435369729996	up
ABCA8	5.54473265593	5.46497303247452	up
ABCC9	5.92076967302	5.53866052627563	up
AC091053.2	5.02768487694	0	up
AC092574.2	5.22727899447	0	up
ADGRF5	5.56651075586	4.49871042370796	up
AHDC1	5.64414469993	5.32016950845718	up
AKAP6	6.15744799627	5.89831402897835	up
AMOT	7.03705270165	6.13682898879051	up
ANGPTL1	5.35438163211	5.35205322504044	up
ANK2	7.11499161333	6.52760064601898	up
ANKRD12	5.3691174586	4.68535515666008	up
ANTXR1	5.12845838415	4.28860503435135	up
APPL1	5.14159627838	4.85264652967453	up
AQP4	6.10664145232	5.7537756562233	up
ARHGAP5	5.61412086879	4.54623872041702	up
ARHGEF12	5.86567141765	5.46220964193344	up
ARID1B	5.42189651204	4.89948856830597	up
ASH1L	5.2102329901	4.82421523332596	up
ATAD1	5.33127526715	5.2001194357872	up
ATF7	5.03474394932	4.66328755021095	up
ATF7IP	5.33306587808	4.37216064333916	up
ATRX	5.68734068738	4.71368682384491	up
B3GALNT2	5.35790383855	4.95047450065613	up
BAZ2B	5.27276973244	4.61233907938004	up
BCLAF1	6.21703679256	5.96687364578247	up
BIRC6	5.38681094647	4.88346201181412	up
BPTF	5.6806056662	5.12580168247223	up
C16orf72	5.50334873517	4.77887615561485	up
C7orf73	5.1034976397	5.03312665224075	up
CAB39	6.80477637796	6.75049781799316	up
CACNA2D1	7.10590850857	6.48013776540756	up
CAMSAP2	5.22612314313	3.64812612533569	up
CAV1	6.66020987335	6.63997834920883	up
CCSER2	6.24906603386	5.4960156083107	up
CD93	5.00539998774	4.4523321390152	up
CDC27	5.2372577709	5.15696847438812	up
CDC42	6.70597790168	6.38483512401581	up
CDH5	4.97773784924	4.9221907556057	up
CDR1-AS	6.95907460114	0.408735059201717	up
CHD2	6.32876467228	5.84357482194901	up
CHD9	5.25398926623	4.54498282074928	up
CILP	5.09592442	5.04951772093773	up
CLASP1	5.69013769299	5.13129255175591	up
CLSTN1	5.22650852981	5.18258565664291	up
CNOT7	5.65363331139	5.60722309350967	up
COL15A1	6.93109205503	5.94566372036934	up
COL1A1	7.93439855243	5.5726520717144	up
COL1A2	7.7913582742	6.99935281276703	up
COL3A1	7.74611118355	6.22510528564453	up
COL5A1	5.01435529298	3.37365728616714	up
COL6A3	6.56102057783	6.33609294891357	up
CTAGE5	5.03121873061	4.99731323122978	up
CTB-56J15.1	5.1093605594	0	up
CTNNA3	5.36317107712	3.35091355443001	up
CTNND1	5.46630082918	5.01424726843834	up
CUL5	5.38197547856	4.92447051405907	up
DBP	5.68734068738	5.37103997170925	up
DDHD2	5.1456774552	4.77242702245712	up
DDX6	6.14954390871	5.08095419406891	up
DICER1	5.36387192486	4.93555518984795	up
DLK1	5.01122725542	5.00339850783348	up
DMD	7.46385129261	6.41696274280548	up
DMTF1	5.33378150063	5.30413165688515	up
DNM1L	5.46107011403	5.3171409368515	up
DNMT3A	5.38059093427	3.82159546017647	up
DOCK9	5.39025495632	5.27665221691132	up
DPP8	5.10601323762	4.45072847604752	up
DPYSL2	5.34447345946	4.37106892466545	up
DST	7.95756641593	7.91026145219803	up
DYRK1A	6.26021388677	5.93731516599655	up
DYRK2	5.56132613645	5.39120322465897	up
ECHDC1	5.11311703639	5.10986277461052	up
EFCAB14	5.39609097039	5.34411782026291	up
EHD2	5.49952702422	5.27993085980415	up
ELF2	5.42827641439	4.99204149842262	up
ENDOD1	5.73470962023	5.53054279088974	up
EPAS1	6.34376312215	6.20431852340698	up
EPB41L2	5.93215568443	4.99556320905685	up
EPS15	5.70487196446	5.32129794359207	up
ERBB2IP	5.89796643165	4.79889503121376	up
EXOC4	5.83364912759	5.3833504319191	up
FAM120A	6.12804589092	6.06363844871521	up
FAM160A1	5.09761079663	4.36252510547638	up
FAM192A	5.80219321694	5.6823782324791	up
FARP1	5.16631374789	3.98069578409195	up
FBLN2	6.46057876078	6.08869537711143	up
FBXL17	5.36492255851	5.29816675186157	up
FILIP1	5.5993177937	5.55299109220505	up
FKBP9	5.15946772927	4.9558639228344	up
FOSB	5.91384682426	2.03084503114223	up
FOXN3	6.59155974583	5.91048991680145	up
FP236383.7	8.75134320589	0	up
