gene	expression	threshold	direction
AC002398.12	1.40053792958	1.71660083532333	down
AC005062.2	0.0840642647885	0.965881854295731	down
AC011737.2	0	1.2278054356575	down
AC016739.2	1.7949356628	2.07443207502365	down
AF127577.10	0	0.120280981063843	down
AL162151.3	0	0.359001100063324	down
AP003419.11	0	1.98282274603844	down
APOD	5.86740230573	6.10809457302094	down
ATP5E	4.63459326845	4.63894617557526	down
BTF3L4P2	2.45417589319	2.66504913568497	down
C17orf89	4.61470984412	4.70038467645645	down
CDK11A	2.80941444424	2.93702161312103	down
CDKN1A	1.11103131239	2.92955374717712	down
CHMP4A	2.71589337055	2.86025813221931	down
CSTB	2.84398384405	2.89360490441322	down
CTA-29F11.1	1.85996954822	2.16665643453598	down
CTB-79E8.3	0	0.518216550350189	down
CTC-435M10.3	3.21723071622	3.2349933385849	down
CTC-564N23.2	0	0.136643931269646	down
FABP5P7	1.16349873228	2.27714458107948	down
GADD45GIP1	3.84096670449	4.11067616939545	down
GCSHP5	3.20945336563	3.49782395362854	down
GPX3	5.017921908	5.68126446008682	down
H3F3AP4	4.31469652566	5.03369641304016	down
HBA2	0.495695162624	1.60830336809158	down
HBB	0.250961573533	1.42165213823318	down
HMGB1P5	3.3476656563	3.42195826768875	down
HMGN5	0.53605290024	0.586973294615746	down
HNRNPA2B1	7.72424097719	7.95881187915802	down
HNRNPUL2-BSCL2	0.59454854955	1.63497757911682	down
HSPE1-MOB4	0	0.511609703302383	down
INO80B-WBP1	0	1.21442037820816	down
ISCA1P1	2.36737106565	2.36847543716431	down
ISY1	2.78868571061	2.94593301415443	down
MRFAP1	6.43011797489	6.4520211815834	down
MRPL20	5.6182386556	5.90636897087097	down
MRPL33	6.75181181986	6.98584306240082	down
MRPL52	4.70653055254	4.94794297218323	down
MT-ATP6	11.7362370183	14.3011739253998	down
MT-ATP8	11.3108115645	14.7105716466904	down
MT-CO2	12.5228242484	13.6593023538589	down
MT-CO3	13.714954883	13.8912327289581	down
MT-CYB	12.595005664	13.363657951355	down
MT-ND1	11.8782732025	13.1162256002426	down
MT-ND2	11.6093773029	13.1055195331573	down
MT-ND3	12.2733497865	12.9562729597092	down
MT-ND4	11.7479160269	13.7378146648407	down
MT-ND4L	12.8264273308	13.0304819345474	down
MT-RNR1	7.04439411936	9.75198471546173	down
MT-RNR2	6.73525137579	11.9540433883667	down
MTATP6P1	8.64990281989	11.2067506313324	down
MTCP1	2.51096191928	2.58595159649849	down
NDUFAF2	3.90881290774	4.24190670251846	down
NDUFS5	7.00652244562	7.74846255779266	down
NME2	0	0.119028404355049	down
NSA2	4.40258575823	4.41267538070679	down
PDAP1	5.88288755322	6.1835116147995	down
PDCD5	5.52638186256	5.5819456577301	down
PFDN2	4.52042224853	4.95587128400803	down
PNN	3.31903981556	3.3525927066803	down
PNPLA2	5.8034853756	5.85948294401169	down
POLR2J	5.21567859661	5.45097988843918	down
PRR34-AS1	3.1456774552	3.60167413949966	down
PSMC1P5	2.28688114779	3.78209692239761	down
RNA5SP216	0	1.29469537734985	down
S100A9	0.50589092973	0.837801486253738	down
SHFM1	3.52857131887	5.57123708724976	down
SNHG6	5.75381844317	6.25404191017151	down
SNRPE	3.96809075205	4.04843777418137	down
SPCS2P4	0.286881147788	1.55860850214958	down
SRP19	3.53729606709	3.91175419092178	down
SSSCA1	3.83794324189	4.21805787086487	down
ST13	6.49425558654	6.50576603412628	down
TCEAL3	1.70043971814	1.8787813782692	down
TCEAL4	4.09254574154	4.13967382907867	down
TMEM18	2.58496250072	2.58819654583931	down
TMEM265	0.855989697308	0.927516639232635	down
TOMM7	7.61389994104	7.99256181716919	down
TSPYL2	2.44890095115	2.69625061750412	down
TTN-AS1	8.19115794135	9.88646411895752	down
U2AF1	2.08746284125	3.34787273406982	down
UBL5	6.87700799321	6.91627645492554	down
UQCRHL	0.748461233004	1.18806540966034	down
YBX1	8.63615331152	8.70622515678406	down
ZMAT2	4.58736499094	4.88675343990326	down
