gene	expression	threshold	direction
ABCC9	6.32318990109	5.53866052627563	up
AC091053.1	6.31686980506	0	up
AFF4	5.50207595605	5.18137854337692	up
AHCYL2	5.11103131239	4.902429074049	up
AHDC1	5.69432306013	5.32016950845718	up
AKAP6	5.99503219248	5.89831402897835	up
AKR1A1	6.31849761886	6.18200320005417	up
ALDH1B1	6.31940116686	5.73912414908409	up
ANK2	6.61058195849	6.52760064601898	up
ANKFY1	5.35014360202	4.86647546291351	up
ANKRD12	5.55612281784	4.68535515666008	up
ANTXR1	5.13914201915	4.28860503435135	up
APP	6.74065777162	6.48284006118774	up
APPL1	5.07980475464	4.85264652967453	up
ARHGAP28	5.6287735952	3.74281790107489	up
ARHGAP36	5.16711703023	3.62725384533405	up
ARHGAP5	6.0697451238	4.54623872041702	up
ARHGEF12	6.17052599918	5.46220964193344	up
ARID1B	5.31614574229	4.89948856830597	up
ARL1	5.57621978121	5.3145170211792	up
ARNT	5.23150921087	5.19499462842941	up
ASH1L	5.0241423459	4.82421523332596	up
ATF7IP	5.38266725275	4.37216064333916	up
ATRNL1	5.11144869849	2.81380569934845	up
ATRX	5.64760232901	4.71368682384491	up
ATXN1	5.08363887925	4.11198341846466	up
AZIN1	5.55581615506	5.4996620118618	up
BAZ2B	5.25512301485	4.61233907938004	up
BCLAF1	6.05939854397	5.96687364578247	up
BIRC6	5.33449676839	4.88346201181412	up
BNC2	6.65477921696	2.51627492904663	up
BPTF	5.72410451987	5.12580168247223	up
BVES	5.59305492167	5.40968504548073	up
C16orf72	5.3519109611	4.77887615561485	up
CAB39	6.78502736224	6.75049781799316	up
CACNA2D1	7.19918154876	6.48013776540756	up
CACYBP	6.59245703727	6.36891478300095	up
CAMSAP2	5.77689356852	3.64812612533569	up
CAPRIN2	5.34978987024	4.49189805984497	up
CCDC43	5.21140163742	5.18858349323273	up
CCDC80	6.58631439372	5.56953820586205	up
CCNG2	5.38922261636	4.58999614417553	up
CCSER2	5.76950729144	5.4960156083107	up
CD82	6.09169983414	5.87866970896721	up
CDC27	5.29351763042	5.15696847438812	up
CDC42	6.60540543683	6.38483512401581	up
CDC42EP3	7.0194795337	6.48263931274414	up
CDR1-AS	5.95419631039	0.408735059201717	up
CELF2	5.59096124134	5.57837635278702	up
CHD9	5.05224198118	4.54498282074928	up
CLASP1	5.63488363678	5.13129255175591	up
CLOCK	4.98777561614	4.138074696064	up
CNOT7	6.02569327368	5.60722309350967	up
COL15A1	6.32228872357	5.94566372036934	up
COL19A1	6.95384722903	0.889276031404734	up
COL1A1	7.12111903912	5.5726520717144	up
COL1A2	7.35860724912	6.99935281276703	up
COL3A1	7.46090634821	6.22510528564453	up
CTNNA3	5.51884982871	3.35091355443001	up
CTNNB1	6.34251918966	6.16838878393173	up
CUL5	5.09085343045	4.92447051405907	up
CYFIP1	4.90689059561	4.90190145373344	up
DBP	5.58796498888	5.37103997170925	up
DCLK1	5.87061131304	2.68442997336388	up
DDX6	5.60584986719	5.08095419406891	up
DICER1	5.22727899447	4.93555518984795	up
DMD	7.29572302454	6.41696274280548	up
DPYSL2	4.90255600534	4.37106892466545	up
DST	7.92178144327	7.91026145219803	up
DYRK1A	6.09191135749	5.93731516599655	up
DYRK2	5.63168636631	5.39120322465897	up
ELF2	5.46760555008	4.99204149842262	up
ELK4	5.17232749166	3.77637529373169	up
EPB41L2	5.02901108666	4.99556320905685	up
EXOC4	5.52293456094	5.3833504319191	up
FAM174B	5.18745105403	5.02265751361847	up
FAT1	4.95837871157	3.18724301457405	up
FBXW11	5.22766407255	5.12031179666519	up
FILIP1	5.76261457875	5.55299109220505	up
FOXN3	6.03077747199	5.91048991680145	up
FP236383.7	10.2095508417	0	up
FP236383.8	10.2095508417	0	up
FP671120.2	10.2095508417	0	up
FZR1	4.91886323727	4.61324733495712	up
GLG1	6.92326805289	6.37783753871918	up
GLS	5.08065766335	4.58647748827934	up
GNB1	5.80812758746	5.70323181152344	up
GPD2	5.57984388621	5.03295749425888	up
GSK3B	5.16349873228	4.31229814887047	up
GTF2I	7.29176929932	7.07695722579956	up
HECTD4	4.94953493302	4.39513444900513	up
HELZ	5.00764403088	3.39638769626617	up
HIPK1	5.21451341008	4.99026530981064	up
HIPK3	6.11082257405	5.96350193023682	up
HIST1H1E	6.26922020578	0.763647947460413	up
HIST1H2BC	6.5936525584	5.26008921861649	up
HIST1H4C	5.67214243285	0.352239375934005	up
HIST2H2AC	5.90086680798	1.23622037656605	up
HIST2H2BE	6.84887327793	6.149682700634	up
HMBOX1	5.32660925101	4.21929624676704	up
HN1	7.40956065498	6.81421113014221	up
HOMER1	5.35332329116	5.20265176892281	up
HSD52	6.45795538005	5.29031763225794	up
HSPG2	6.89808739715	6.63558661937714	up
INADL	5.4876792789	4.74581629037857	up
JMJD1C	5.05137210172	5.00624322891235	up
KANSL1	5.08533966936	4.92231664061546	up
KAT2B	5.86839045305	5.33230841159821	up
KAZALD1	5.02014657311	4.46126727759838	up
KCNN3	4.93545974781	4.21983227133751	up
KCTD12	4.95512678126	4.31032231450081	up
KIAA1109	5.36841915508	4.94482097029686	up
KIAA1671	6.06501215044	5.62773868441582	up
KIAA1715	5.73443866614	4.89472627639771	up
KIFAP3	5.02635744696	4.51796066761017	up
KLHL24	6.17971008387	6.06727540493011	up
KMT2E	5.35367615775	4.54378899931908	up
LAMP2	6.46727948046	6.38461673259735	up
LANCL1	5.02281165092	4.68205526471138	up
LIMA1	5.52073652694	5.35960528254509	up
LIMCH1	8.04439411936	7.95743519067764	up
LMBR1	5.03033607837	4.48055094480515	up
LMO7	8.54094168676	7.7875354886055	up
LNPEP	6.06544306294	3.67633613944054	up
LRRK2	5.19927972134	2.75149221718311	up
MAD1L1	5.32156737604	4.50169661641121	up
MAGED1	6.09655704226	5.90595251321793	up
MALAT1	12.5971400561	9.3313022851944	up
MAPK1	6.57924050057	6.22803515195847	up
MARCKS	4.99231525186	3.4246444106102	up
MDM2	7.27770584888	6.0384761095047	up
MDM4	4.99050111136	3.91250205039978	up
MED13	5.46074256379	4.50643843412399	up
MED13L	4.95140129167	4.71882674098015	up
MEF2A	6.63937688864	5.93664175271988	up
MEF2C	9.21834527167	8.98371374607086	up
MEGF10	5.94040169797	3.16371381282806	up
MIR3648-1	8.03754695396	0	up
MIR3648-2	8.03754695396	0	up
MIR675	10.0501207304	0	up
MME	5.28798935041	5.11115446686745	up
MPP6	5.06522762278	4.82100713253021	up
MRC2	5.11353381959	4.77671736478806	up
MSI2	6.5929054738	5.60637909173965	up
MTDH	6.36859376265	6.31185936927795	up
MTR	5.31614574229	4.41513186693192	up
MUSK	5.22997238511	3.81068156659603	up
MYH3	7.1105094099	5.69407622516155	up
MYH8	7.27919268448	6.05783577263355	up
MYL5	7.28345882103	5.33155757188797	up
Metazoa_SRP	17.8110993198	8.13066589832306	up
NCOR1	6.33234990037	5.8959733247757	up
NFIA	6.02014657311	3.34056562185287	up
NFIB	5.54039930563	3.88137751817703	up
NFIX	8.11587598425	7.80738693475723	up
NR1D2	5.95046841415	5.28267392516136	up
NR3C1	5.83617662481	5.30006957054138	up
NT5C1A	5.9795681001	5.11326679587364	up
NUCB2	5.90737141382	5.33130544424057	up
OIP5-AS1	6.86158323181	5.60412484407425	up
OPA1	5.80245174128	5.66659653186798	up
OSBPL6	6.09085343045	5.93539929389954	up
OSBPL8	5.19574129325	4.75250673294067	up
PAK1	6.57621978121	6.17237225174904	up
PAPD4	5.02147972741	4.87238001823425	up
PBRM1	5.00315244867	4.33638074994087	up
PCBP1-AS1	5.41278152534	4.76033243536949	up
PCMTD1	6.30323278525	6.18739449977875	up
PCNX	5.09212284984	4.13588666915894	up
PDE5A	5.40053792958	3.98229004442692	up
PDGFC	5.04570506451	3.44179540872574	up
PER3	5.23916887867	5.00719963014126	up
PHC3	5.21334728173	3.43647000193596	up
PHLDB2	4.97361127552	4.22322347760201	up
PIAS2	5.02547181462	4.53481355309486	up
PJA2	5.57106999817	5.44202953577042	up
PLCE1	5.55243855525	3.32875925302505	up
POGZ	5.36246988875	4.83723279833794	up
POLB	7.06253190272	6.45301669836044	up
PPP1R12A	5.3909427728	4.96525609493256	up
PPP1R12B	7.4419481905	6.79130673408508	up
PPP2R5C	5.87602573272	5.6438159942627	up
PPP3CA	5.91312876782	4.7969982624054	up
PPP3R1	6.31233843932	5.49494999647141	up
PREPL	6.7141081116	5.80265781283379	up
PRKAA1	5.14649230698	4.78015062212944	up
PRKAA2	5.62556273997	5.48974043130875	up
PRRC2C	5.39711840904	5.38983201980591	up
PRRX1	7.57251075967	6.99208903312683	up
PTMS	7.74193881883	7.70442771911621	up
PTPRS	4.93168305706	4.27507078647614	up
PUM2	5.22110372537	5.0666332244873	up
PVALB	7.33413917884	5.08136628568172	up
PWAR5	5.81147103053	3.22772125899792	up
RAB6A	6.054848477	5.98192578554153	up
RALGAPA1	5.41379715019	4.54615321755409	up
RAPGEF2	4.91408609701	4.64822313189507	up
RAPH1	5.80606622609	3.41350793838501	up
RBM12	4.92647391126	4.7000924050808	up
RBM26	4.91456452349	4.8532849252224	up
RBMS3	4.97911075502	3.37866374850273	up
RHOT1	5.03957710306	5.01726222038269	up
RMRP	12.8208311398	3.3882247209549	up
RN7SK	15.5805385867	6.64969027042389	up
RN7SKP255	6.75608924737	0	up
RN7SL1	15.1443184781	6.40118461847305	up
RN7SL128P	5.07424852335	0	up
