gene	expression	threshold	direction
AC005339.1	4.68537955196	0	up
AC239868.1	4.71094415458	0	up
ACAP1	5.44890095115	3.98725804686546	up
AGL	8.40552442868	8.23582923412323	up
AKAP6	6.21120692859	5.89831402897835	up
AMOT	6.38180248317	6.13682898879051	up
ANK2	6.5541283436	6.52760064601898	up
ANO5	5.81429405828	5.72281312942505	up
APIP	5.68509917201	5.29177224636078	up
APOOL	4.98868468677	3.68510293960571	up
APPL1	5.19534759832	4.85264652967453	up
AQP4	6.59230752744	5.7537756562233	up
ARHGAP35	4.67242534197	4.51631212234497	up
ARHGAP5	5.11603199345	4.54623872041702	up
ATF7IP	4.9221978484	4.37216064333916	up
ATRNL1	4.84448608776	2.81380569934845	up
ATRX	4.84096670449	4.71368682384491	up
BCL2	4.58976348698	4.5714309066534	up
BHLHE41	6.97556140627	6.39994814991951	up
BNC2	5.42256941086	2.51627492904663	up
C16orf72	5.2909404024	4.77887615561485	up
CACNA2D1	6.83428141714	6.48013776540756	up
CAMSAP2	4.83743871486	3.64812612533569	up
CAPZA2	7.39848719002	7.20657080411911	up
CCSER2	5.79441586635	5.4960156083107	up
CEBPZOS	5.44890095115	5.41323328018188	up
COX16	5.75622271285	5.63895356655121	up
CTAGE5	5.25889575508	4.99731323122978	up
CTB-36O1.7	5.24716800037	0.384805770590901	up
CTC-264K15.6	4.86839045305	4.17183357477188	up
CTNNA3	5.12845838415	3.35091355443001	up
CUL5	5.3015876466	4.92447051405907	up
DDX6	5.53013318439	5.08095419406891	up
DMD	6.47151264805	6.41696274280548	up
DNAJC16	4.60169651648	4.00944468379021	up
DPP8	4.8242586966	4.45072847604752	up
ELK4	4.72082566609	3.77637529373169	up
FAM160A1	5.14649230698	4.36252510547638	up
FAM57B	5.05311133646	4.81031878292561	up
FEM1A	5.56163163038	5.07022097706795	up
FOXN3	6.23400306636	5.91048991680145	up
FP236383.5	6.91336815968	0	up
FP236383.7	11.1781045932	0	up
FP236383.8	11.1781045932	0	up
FP671120.2	11.1781045932	0	up
GATSL2	6.85984534392	6.3628748357296	up
GPD2	5.06393430575	5.03295749425888	up
HDAC9	4.49633451342	3.89945650100708	up
HIPK3	6.43712784427	5.96350193023682	up
HIST1H1E	5.44393811501	0.763647947460413	up
HIST1H4C	4.78293270482	0.352239375934005	up
HIST2H2AC	5.71259578045	1.23622037656605	up
IBTK	4.85499301676	4.691286444664	up
KIAA1109	4.97590527352	4.94482097029686	up
KLHL24	6.78070379397	6.06727540493011	up
KLHL31	8.08634856562	7.11653172969818	up
KPNA4	6.35367615775	6.12997448444366	up
KY	4.81198471935	2.76642384007573	up
LANCL1-AS1	5.41176518501	5.38792085647583	up
LINC00116	9.31422068407	9.21254712343216	up
LYRM7	4.77557736093	4.10643073916435	up
MACROD1	8.31392603679	8.00694841146469	up
MALAT1	10.3136199932	9.3313022851944	up
MED13	4.81813476081	4.50643843412399	up
MIR3648-1	7.25417828622	0	up
MIR3648-2	7.25417828622	0	up
MIR675	7.51506901403	0	up
MPP6	4.92979099772	4.82100713253021	up
MRPS30	5.68453824858	5.34817355871201	up
MSRB3	6.06004738367	5.72725611925125	up
MYLIP	5.13381009111	4.98901283740997	up
Metazoa_SRP	17.5550754334	8.13066589832306	up
NEDD1	4.79649392943	4.42565840482712	up
NFIA	4.7489978501	3.34056562185287	up
NFIB	5.04264433741	3.88137751817703	up
NFIX	7.83194056034	7.80738693475723	up
NPY6R	4.86344293435	4.49000719189644	up
NR1D2	5.46825746832	5.28267392516136	up
NT5C1A	6.22901103701	5.11326679587364	up
OIP5-AS1	6.10852445678	5.60412484407425	up
OPA1	6.29425313644	5.66659653186798	up
PCMTD1	6.56529252058	6.18739449977875	up
PCYOX1	6.0141320865	5.41402366757393	up
PDP1	5.73930807086	4.69187948107719	up
PET100	5.82171021503	5.72332888841629	up
PGPEP1	4.7489978501	4.59995180368423	up
PHF10	5.77346892791	5.7492424249649	up
PHTF2	6.7322691995	6.26733416318893	up
PLCL1	4.88019572894	4.4364060908556	up
PMEPA1	4.6340123564	4.49591276049614	up
PPARA	5.15055967658	5.04507347941399	up
PPP1R12B	7.3466023753	6.79130673408508	up
