gene	expression	threshold	direction
AC002398.12	0.6322682155	1.71660083532333	down
AC005062.2	0.238786859587	0.965881854295731	down
AC007318.5	1.81147103053	2.03355076909065	down
AC068831.15	0	0.514405518770218	down
ACADS	4.61529857909	4.92828691005707	down
ACAT1	5.67185946825	5.84364056587219	down
ACSS2	4.3434078223	4.69692885875702	down
ADCK3	6.98151020085	7.65560626983643	down
AF127577.10	0	0.120280981063843	down
AIFM1	3.89044669268	3.92949545383453	down
AK6	3.87578006307	3.89125788211823	down
AL162151.3	0	0.359001100063324	down
AP003419.11	0	1.98282274603844	down
APOPT1	4.70818723602	4.73338317871094	down
ATF4	7.1004520949	7.26738858222961	down
ATP5E	4.09592442	4.63894617557526	down
ATP5J	6.33270793364	7.14020735025406	down
ATP5L	6.2427930236	6.39488470554352	down
BAG1	4.78240856493	5.53309768438339	down
BTNL9	2.95046841415	2.95529770851135	down
C17orf89	3.80735492206	4.70038467645645	down
C6orf136	3.4841381312	3.54423445463181	down
C7orf55	3.22187708108	3.83342456817627	down
CHCHD10	7.66923941125	7.95505142211914	down
CHCHD3	5.44161626941	5.46905618906021	down
CHKB-CPT1B	1.62293035092	1.67565628886223	down
CHMP4A	2.40326772234	2.86025813221931	down
CHMP4B	5.56010351346	5.57473945617676	down
CISD1	4.11852584894	4.48840540647507	down
CMC1	2.85199883711	3.16047981381416	down
COX5A	7.88795168007	8.49831092357635	down
COX6C	6.89881297724	7.86734819412231	down
COX7C	8.58082384996	8.66034209728241	down
CPT1B	4.2750070475	4.6061635017395	down
CTC-564N23.2	0	0.136643931269646	down
CYSTM1	5.60673831742	5.7341787815094	down
DBI	3.69041709553	4.21868747472763	down
DBNDD2	5.45779126026	5.99271231889725	down
DNAJC12	1.03562390973	1.08968171477318	down
ECI1	5.55428186263	5.64608216285706	down
EEF1G	9.47358399807	9.6374899148941	down
EIF1	9.11590198696	9.17418694496155	down
EMC6	5.12350066435	5.30179286003113	down
ESRRA	4.57954222494	5.21638649702072	down
ETFA	6.19179950107	6.4654780626297	down
EVA1C	1.76977173925	1.77267119288445	down
EXOSC7	3.58135124717	3.86476838588715	down
FABP3	6.71452029055	6.96245944499969	down
FABP5P7	0	2.27714458107948	down
FAM195A	4.01613970266	4.46761655807495	down
FBXO6	2.03210084317	2.07174548506737	down
FUNDC2	6.71204544855	6.86227691173553	down
GABARAPL1	4.95884267524	5.03778445720673	down
GADD45GIP1	3.7257411565	4.11067616939545	down
GCSHP5	1.65076455912	3.49782395362854	down
GMPR	5.73443866614	6.27647620439529	down
GNG5	5.68257329735	5.80865836143494	down
GOLGA6L5P	0.790772037862	1.17692169547081	down
GYPC	4.38335869539	4.40698325634003	down
HADHB	6.78424222206	6.91333627700806	down
HBA2	0.83995958749	1.60830336809158	down
HBB	0.992768430769	1.42165213823318	down
HNRNPA2B1	7.76699261663	7.95881187915802	down
HNRNPUL2-BSCL2	0.933572638261	1.63497757911682	down
HOXC9	2.96716860753	3.06238037347794	down
IDI1	3.93828579188	4.05309551954269	down
IDI2	1.45943161864	3.25531727075577	down
INCA1	1.16992500144	1.19752416014671	down
ISCA1P1	1.25701061821	2.36847543716431	down
JTB	4.72246602447	5.01219725608826	down
KCNMA1	2.32192809489	2.55774533748627	down
LINC01128	2.78031009904	2.91517424583435	down
LLPH	2.19849415364	2.52535447478294	down
LSM5	3.57167680997	3.60981112718582	down
MDH2	7.224966365	7.56165885925293	down
MINOS1	5.1093605594	5.57176077365875	down
MPST	3.72792045456	3.75983905792236	down
MRPL20	5.3466023753	5.90636897087097	down
MRPL33	6.06651978143	6.98584306240082	down
MRPL41	4.82476785314	4.9557780623436	down
MRPS36	3.33771109213	3.90699303150177	down
MT-ATP6	10.8810986616	14.3011739253998	down
MT-ATP8	9.77231457392	14.7105716466904	down
MT-CO2	11.7729042344	13.6593023538589	down
MT-CO3	13.277932458	13.8912327289581	down
MT-CYB	11.6371274825	13.363657951355	down
MT-ND1	10.6022163397	13.1162256002426	down
MT-ND2	10.3800497356	13.1055195331573	down
MT-ND3	11.138834943	12.9562729597092	down
MT-ND4	11.0800580145	13.7378146648407	down
MT-ND4L	10.9357543858	13.0304819345474	down
MT-ND5	9.71928613437	10.5047590732574	down
MT-ND6	9.52542292958	10.5357081890106	down
MT-RNR1	6.14425035619	9.75198471546173	down
MT-RNR2	5.83995958749	11.9540433883667	down
MTATP6P1	7.76155123244	11.2067506313324	down
MTCP1	1.94485844581	2.58595159649849	down
MTND1P23	2.89724042557	2.90109103918076	down
MYEOV2	5.41142624573	5.49351012706757	down
NDUFAF2	3.3909427728	4.24190670251846	down
NDUFB10	7.12587836443	7.44924306869507	down
NDUFB11	5.87135084063	6.35065448284149	down
NDUFB9	7.72185110862	8.0868114233017	down
NDUFS5	6.53745138765	7.74846255779266	down
NDUFS6	4.79908730607	5.16667038202286	down
NQO2	3.19534759832	3.37676328420639	down
NTMT1	4.27872821294	4.52296453714371	down
OPTN	6.82565844493	6.83415639400482	down
OXA1L	6.06263982829	6.0801437497139	down
PDAP1	6.11707162385	6.1835116147995	down
PDCD5	4.5484366247	5.5819456577301	down
PDLIM1	5.04395687279	5.65848273038864	down
PFDN2	4.30524096595	4.95587128400803	down
PHB2	6.29920801839	6.37232893705368	down
PKDCC	5.27127625918	5.32531541585922	down
PLEKHJ1	4.19455988602	4.20461219549179	down
PLIN5	2.5484366247	3.73538988828659	down
PNPLA2	5.6264391367	5.85948294401169	down
POLR2F	4.44691786487	4.5310732126236	down
POLR2J	4.45811948117	5.45097988843918	down
POLR3GL	3.99909803371	4.19243264198303	down
PPIF	3.224966365	3.53769671916962	down
PPP1R1A	5.42894634477	6.89757865667343	down
PRR34-AS1	2.35049724708	3.60167413949966	down
PSMC1P5	0	3.78209692239761	down
PXMP2	3.19692173382	3.21542257070541	down
RHEB	4.96208624985	5.0452082157135	down
RNA5SP216	0	1.29469537734985	down
SARNP	4.48026512205	4.54013985395432	down
SELK	5.10852445678	5.32591772079468	down
SHFM1	3.59096124134	5.57123708724976	down
SIVA1	4.22958792274	5.09852522611618	down
SLC19A2	3.32337006906	3.46467262506485	down
SLC1A3	1.0285691522	1.14591243863106	down
SLC25A38	3.28983446518	3.29952001571655	down
SMIM12	3.1779177922	3.23752325773239	down
SMIM4	3.31324585179	3.48336696624756	down
SNAPC5	3.13586316537	3.53805857896805	down
SNHG6	5.42660022617	6.25404191017151	down
SNRNP35	4.04963076772	4.07291668653488	down
SPCS2P4	1.18269229752	1.55860850214958	down
SRP19	3.31903981556	3.91175419092178	down
STARD10	4.22032995488	4.51292139291763	down
SUCLG1	5.43629511984	5.47692084312439	down
SUPV3L1	3.61470984412	3.67677789926529	down
TIMM44	4.44956137461	4.80256152153015	down
TMA7	6.36334632098	6.40140187740326	down
TMEM120A	3.63923216325	4.23024046421051	down
TMEM265	0.321928094887	0.927516639232635	down
TNNC1	8.15951818638	9.47452688217163	down
TNNT1	7.92261413337	9.97197687625885	down
TOMM5	4.51159454154	4.61867618560791	down
TOMM7	6.79973492248	7.99256181716919	down
TPM3	7.58503763913	7.86934626102448	down
TPRKB	3.65535182861	3.81357741355896	down
TPT1	12.1627878266	12.2442957162857	down
TRIM52-AS1	4.14812063112	4.20604825019836	down
TRIP10	6.23744899564	6.2906482219696	down
TST	2.76553474636	3.20559793710709	down
TTN-AS1	7.02103547951	9.88646411895752	down
UBE2QL1	2.05658352837	2.20495802164078	down
UBL5	6.87639415878	6.91627645492554	down
UQCR11	6.76911052881	7.01369458436966	down
UQCRB	7.60829178999	8.0678790807724	down
UQCRH	6.81813476081	6.91409736871719	down
VDAC1	7.39540560457	7.55374813079834	down
VEGFA	3.50969584193	4.72629195451736	down
XXbac-B461K10.4	0.378511623254	0.493330076336861	down
YBX1	8.59924339538	8.70622515678406	down
ZMAT2	4.65935375917	4.88675343990326	down
ZRSR2	1.67355642399	1.9229719042778	down
