gene	expression	threshold	direction	TH_id	Fay_id
AC002398.12	1.40053792958	1.71660083532333	down	TH50_5179_S01	Sample 2
AC005062.2	0.0840642647885	0.965881854295731	down	TH50_5179_S01	Sample 2
AC011737.2	0	1.2278054356575	down	TH50_5179_S01	Sample 2
AC016739.2	1.7949356628	2.07443207502365	down	TH50_5179_S01	Sample 2
AF127577.10	0	0.120280981063843	down	TH50_5179_S01	Sample 2
AL162151.3	0	0.359001100063324	down	TH50_5179_S01	Sample 2
AP003419.11	0	1.98282274603844	down	TH50_5179_S01	Sample 2
APOD	5.86740230573	6.10809457302094	down	TH50_5179_S01	Sample 2
ATP5E	4.63459326845	4.63894617557526	down	TH50_5179_S01	Sample 2
BTF3L4P2	2.45417589319	2.66504913568497	down	TH50_5179_S01	Sample 2
C17orf89	4.61470984412	4.70038467645645	down	TH50_5179_S01	Sample 2
CDK11A	2.80941444424	2.93702161312103	down	TH50_5179_S01	Sample 2
CDKN1A	1.11103131239	2.92955374717712	down	TH50_5179_S01	Sample 2
CHMP4A	2.71589337055	2.86025813221931	down	TH50_5179_S01	Sample 2
CSTB	2.84398384405	2.89360490441322	down	TH50_5179_S01	Sample 2
CTA-29F11.1	1.85996954822	2.16665643453598	down	TH50_5179_S01	Sample 2
CTB-79E8.3	0	0.518216550350189	down	TH50_5179_S01	Sample 2
CTC-435M10.3	3.21723071622	3.2349933385849	down	TH50_5179_S01	Sample 2
CTC-564N23.2	0	0.136643931269646	down	TH50_5179_S01	Sample 2
FABP5P7	1.16349873228	2.27714458107948	down	TH50_5179_S01	Sample 2
GADD45GIP1	3.84096670449	4.11067616939545	down	TH50_5179_S01	Sample 2
GCSHP5	3.20945336563	3.49782395362854	down	TH50_5179_S01	Sample 2
GPX3	5.017921908	5.68126446008682	down	TH50_5179_S01	Sample 2
H3F3AP4	4.31469652566	5.03369641304016	down	TH50_5179_S01	Sample 2
HBA2	0.495695162624	1.60830336809158	down	TH50_5179_S01	Sample 2
HBB	0.250961573533	1.42165213823318	down	TH50_5179_S01	Sample 2
HMGB1P5	3.3476656563	3.42195826768875	down	TH50_5179_S01	Sample 2
HMGN5	0.53605290024	0.586973294615746	down	TH50_5179_S01	Sample 2
HNRNPA2B1	7.72424097719	7.95881187915802	down	TH50_5179_S01	Sample 2
HNRNPUL2-BSCL2	0.59454854955	1.63497757911682	down	TH50_5179_S01	Sample 2
HSPE1-MOB4	0	0.511609703302383	down	TH50_5179_S01	Sample 2
INO80B-WBP1	0	1.21442037820816	down	TH50_5179_S01	Sample 2
ISCA1P1	2.36737106565	2.36847543716431	down	TH50_5179_S01	Sample 2
ISY1	2.78868571061	2.94593301415443	down	TH50_5179_S01	Sample 2
MRFAP1	6.43011797489	6.4520211815834	down	TH50_5179_S01	Sample 2
MRPL20	5.6182386556	5.90636897087097	down	TH50_5179_S01	Sample 2
MRPL33	6.75181181986	6.98584306240082	down	TH50_5179_S01	Sample 2
MRPL52	4.70653055254	4.94794297218323	down	TH50_5179_S01	Sample 2
MT-ATP6	11.7362370183	14.3011739253998	down	TH50_5179_S01	Sample 2
MT-ATP8	11.3108115645	14.7105716466904	down	TH50_5179_S01	Sample 2
MT-CO2	12.5228242484	13.6593023538589	down	TH50_5179_S01	Sample 2
MT-CO3	13.714954883	13.8912327289581	down	TH50_5179_S01	Sample 2
MT-CYB	12.595005664	13.363657951355	down	TH50_5179_S01	Sample 2
MT-ND1	11.8782732025	13.1162256002426	down	TH50_5179_S01	Sample 2
MT-ND2	11.6093773029	13.1055195331573	down	TH50_5179_S01	Sample 2
MT-ND3	12.2733497865	12.9562729597092	down	TH50_5179_S01	Sample 2
MT-ND4	11.7479160269	13.7378146648407	down	TH50_5179_S01	Sample 2
MT-ND4L	12.8264273308	13.0304819345474	down	TH50_5179_S01	Sample 2
MT-RNR1	7.04439411936	9.75198471546173	down	TH50_5179_S01	Sample 2
MT-RNR2	6.73525137579	11.9540433883667	down	TH50_5179_S01	Sample 2
MTATP6P1	8.64990281989	11.2067506313324	down	TH50_5179_S01	Sample 2
MTCP1	2.51096191928	2.58595159649849	down	TH50_5179_S01	Sample 2
NDUFAF2	3.90881290774	4.24190670251846	down	TH50_5179_S01	Sample 2
NDUFS5	7.00652244562	7.74846255779266	down	TH50_5179_S01	Sample 2
NME2	0	0.119028404355049	down	TH50_5179_S01	Sample 2
NSA2	4.40258575823	4.41267538070679	down	TH50_5179_S01	Sample 2
PDAP1	5.88288755322	6.1835116147995	down	TH50_5179_S01	Sample 2
PDCD5	5.52638186256	5.5819456577301	down	TH50_5179_S01	Sample 2
PFDN2	4.52042224853	4.95587128400803	down	TH50_5179_S01	Sample 2
PNN	3.31903981556	3.3525927066803	down	TH50_5179_S01	Sample 2
PNPLA2	5.8034853756	5.85948294401169	down	TH50_5179_S01	Sample 2
POLR2J	5.21567859661	5.45097988843918	down	TH50_5179_S01	Sample 2
PRR34-AS1	3.1456774552	3.60167413949966	down	TH50_5179_S01	Sample 2
PSMC1P5	2.28688114779	3.78209692239761	down	TH50_5179_S01	Sample 2
RNA5SP216	0	1.29469537734985	down	TH50_5179_S01	Sample 2
RP11-19P22.8	0.495695162624	0.912505924701691	down	TH50_5179_S01	Sample 2
RP11-234B24.6	0	0.511999905109406	down	TH50_5179_S01	Sample 2
RP11-286N22.8	2.25701061821	3.57800626754761	down	TH50_5179_S01	Sample 2
RP11-305M3.2	0	1.32952752709389	down	TH50_5179_S01	Sample 2
RP11-309L24.6	1.58014548442	2.07508903741837	down	TH50_5179_S01	Sample 2
RP11-311C24.1	1.20789285164	1.86435359716415	down	TH50_5179_S01	Sample 2
RP11-343C2.12	0	0.842607378959656	down	TH50_5179_S01	Sample 2
RP11-36C20.1	0.286881147788	0.357312738895416	down	TH50_5179_S01	Sample 2
RP11-379K17.12	0	0.721448332071304	down	TH50_5179_S01	Sample 2
RP11-3P17.5	0	0.469261050224304	down	TH50_5179_S01	Sample 2
RP11-408P14.1	0.704871964456	0.7115179002285	down	TH50_5179_S01	Sample 2
RP11-425L10.1	1.85598969731	2.59579795598984	down	TH50_5179_S01	Sample 2
RP11-463I20.1	0	1.22612330317497	down	TH50_5179_S01	Sample 2
RP11-475C16.1	1.37851162325	1.94715210795403	down	TH50_5179_S01	Sample 2
RP11-513I15.6	1.15055967658	2.03591519594193	down	TH50_5179_S01	Sample 2
RP11-572P18.1	3.72027846523	7.5137357711792	down	TH50_5179_S01	Sample 2
RP11-632C17__A.1	2.05658352837	2.35084423422813	down	TH50_5179_S01	Sample 2
RP11-641D5.1	3.4502214959	4.69747710227966	down	TH50_5179_S01	Sample 2
RP11-673C5.1	3.82171021503	4.86174738407135	down	TH50_5179_S01	Sample 2
RP11-681H18.2	2.86195536414	3.44345563650131	down	TH50_5179_S01	Sample 2
RP11-761N21.2	0.545968369105	0.990035951137543	down	TH50_5179_S01	Sample 2
RP11-78A19.3	0	1.62024825811386	down	TH50_5179_S01	Sample 2
RP11-79D8.2	0	1.29338043928146	down	TH50_5179_S01	Sample 2
RPL11	7.82540404623	8.17401897907257	down	TH50_5179_S01	Sample 2
RPL13A	9.2959296075	9.41119754314423	down	TH50_5179_S01	Sample 2
RPL13AP5	3.33055840003	3.58019769191742	down	TH50_5179_S01	Sample 2
RPL14	7.95064337464	8.15855503082275	down	TH50_5179_S01	Sample 2
RPL17	7.66469615686	7.83260536193848	down	TH50_5179_S01	Sample 2
RPL18AP3	2.87970576628	3.59887385368347	down	TH50_5179_S01	Sample 2
RPL19	8.83159227065	9.04831886291504	down	TH50_5179_S01	Sample 2
RPL23AP42	7.84743324371	8.2038186788559	down	TH50_5179_S01	Sample 2
RPL24P2	0	0.966998487710953	down	TH50_5179_S01	Sample 2
RPL27	7.83901477637	8.87892663478851	down	TH50_5179_S01	Sample 2
RPL27A	7.80322703643	8.49627470970154	down	TH50_5179_S01	Sample 2
RPL31	8.44617350418	8.68635284900665	down	TH50_5179_S01	Sample 2
RPL36A	7.08108392869	7.60447120666504	down	TH50_5179_S01	Sample 2
RPL36AL	4.41413553298	5.83821088075638	down	TH50_5179_S01	Sample 2
RPL37	8.21849058501	8.50442111492157	down	TH50_5179_S01	Sample 2
RPL38	8.96089971584	9.02619934082031	down	TH50_5179_S01	Sample 2
RPL6P27	1.20163386117	1.34939488768578	down	TH50_5179_S01	Sample 2
RPL7	8.65248649492	8.70567190647125	down	TH50_5179_S01	Sample 2
RPL7P9	1.94860084749	1.97612577676773	down	TH50_5179_S01	Sample 2
RPS10-NUDT3	0.678071905113	1.55608129501343	down	TH50_5179_S01	Sample 2
RPS11	9.18067997964	9.39202105998993	down	TH50_5179_S01	Sample 2
RPS12	8.26035504376	8.34663784503937	down	TH50_5179_S01	Sample 2
RPS23P8	1.56559717585	2.46406829357147	down	TH50_5179_S01	Sample 2
RPS24	9.41810559708	9.54363763332367	down	TH50_5179_S01	Sample 2
RPS27	8.94652618314	9.6525377035141	down	TH50_5179_S01	Sample 2
RPS27A	7.53216108498	7.71573603153229	down	TH50_5179_S01	Sample 2
RPS28P7	2.57531233069	6.10749572515488	down	TH50_5179_S01	Sample 2
RPS29	9.29416121869	9.55395257472992	down	TH50_5179_S01	Sample 2
RPS7P1	1.22650852981	1.28260090947151	down	TH50_5179_S01	Sample 2
S100A9	0.50589092973	0.837801486253738	down	TH50_5179_S01	Sample 2
SHFM1	3.52857131887	5.57123708724976	down	TH50_5179_S01	Sample 2
SNHG6	5.75381844317	6.25404191017151	down	TH50_5179_S01	Sample 2
SNRPE	3.96809075205	4.04843777418137	down	TH50_5179_S01	Sample 2
SPCS2P4	0.286881147788	1.55860850214958	down	TH50_5179_S01	Sample 2
SRP19	3.53729606709	3.91175419092178	down	TH50_5179_S01	Sample 2
SSSCA1	3.83794324189	4.21805787086487	down	TH50_5179_S01	Sample 2
ST13	6.49425558654	6.50576603412628	down	TH50_5179_S01	Sample 2
TCEAL3	1.70043971814	1.8787813782692	down	TH50_5179_S01	Sample 2
TCEAL4	4.09254574154	4.13967382907867	down	TH50_5179_S01	Sample 2
TMEM18	2.58496250072	2.58819654583931	down	TH50_5179_S01	Sample 2
TMEM265	0.855989697308	0.927516639232635	down	TH50_5179_S01	Sample 2
TOMM7	7.61389994104	7.99256181716919	down	TH50_5179_S01	Sample 2
TSPYL2	2.44890095115	2.69625061750412	down	TH50_5179_S01	Sample 2
TTN-AS1	8.19115794135	9.88646411895752	down	TH50_5179_S01	Sample 2
U2AF1	2.08746284125	3.34787273406982	down	TH50_5179_S01	Sample 2
UBL5	6.87700799321	6.91627645492554	down	TH50_5179_S01	Sample 2
UQCRHL	0.748461233004	1.18806540966034	down	TH50_5179_S01	Sample 2
YBX1	8.63615331152	8.70622515678406	down	TH50_5179_S01	Sample 2
ZMAT2	4.58736499094	4.88675343990326	down	TH50_5179_S01	Sample 2
