gene	expression	threshold	direction
ABCC9	5.64645070648	5.53866052627563	up
AC239868.1	5.07038932789	0	up
ACADSB	5.1366835777	5.13471621274948	up
ADD3	4.35402893805	4.29508018493652	up
ADIPOR1	6.7852889807	6.41605567932129	up
AGTPBP1	4.54287709935	4.02897676825523	up
AKAP2	4.38474058729	4.0405250787735	up
ANGPT1	4.62935662008	3.95151989161968	up
ANGPTL1	5.8034853756	5.35205322504044	up
ANKRD12	4.83895176695	4.68535515666008	up
ANTXR1	4.74308405555	4.28860503435135	up
APOOL	4.68088692072	3.68510293960571	up
APPL1	5.29939120613	4.85264652967453	up
AQP4	5.8507494259	5.7537756562233	up
ARHGAP5	5.67270819562	4.54623872041702	up
ARL1	5.32409051604	5.3145170211792	up
ASPN	6.12370757651	3.47423923015594	up
ATAD1	5.20789285164	5.2001194357872	up
ATF2	4.73389660525	3.81290230154991	up
ATF7IP	4.54535064482	4.37216064333916	up
ATP5C1	8.85651890392	8.81057864427567	up
ATP8A1	5.56285295958	5.29255652427673	up
BIVM	4.38887833881	4.19351017475128	up
BMPR2	4.55826763406	3.23190864920616	up
BNC2	5.21334728173	2.51627492904663	up
BOLA3	7.44236298451	6.51723051071167	up
BVES	5.45680614923	5.40968504548073	up
C16orf72	5.18467702068	4.77887615561485	up
C1orf54	5.16027483141	3.69809165596962	up
C5orf24	4.82068956056	4.47891533374786	up
C7orf73	5.47118746039	5.03312665224075	up
C8orf59	6.33646192818	6.20433783531189	up
CACNA2D1	7.10664145232	6.48013776540756	up
CAMSAP2	4.79233480571	3.64812612533569	up
CAMTA1	6.98959318494	6.66608214378357	up
CAPZA2	7.25738784269	7.20657080411911	up
CASC4	4.67016051413	4.37210768461227	up
CAV1	7.30651744525	6.63997834920883	up
CCDC53	5.81301154861	5.40302783250809	up
CCDC90B	4.65363331139	4.49574053287506	up
CCNG1	7.78404587023	7.35530585050583	up
CCNI	7.68713069319	7.4415431022644	up
CCSER2	5.96578428466	5.4960156083107	up
CDC42	6.56239508229	6.38483512401581	up
CDKN2AIPNL	5.6504773699	5.50126588344574	up
CDR1-AS	7.4702928162	0.408735059201717	up
CEP70	4.51664555778	3.65192371606827	up
CH507-513H4.3	11.6747881176	10.9413039684296	up
CH507-513H4.4	11.6747881176	10.9413039684296	up
CH507-513H4.5	5.35049724708	1.58669155091047	up
CH507-513H4.6	11.6747881176	10.9413039684296	up
CHD9	5.19849415364	4.54498282074928	up
CMC4	4.41751500289	4.41401743888855	up
CNOT7	6.26416107129	5.60722309350967	up
COL1A1	5.81659970653	5.5726520717144	up
COL3A1	8.47126876417	6.22510528564453	up
COQ2	5.2372577709	4.91615444421768	up
COX16	6.46188866443	5.63895356655121	up
COX6B1	9.90819744591	9.40160715579987	up
COX7A2	8.03699777427	7.67669343948364	up
COX7C	10.7579066534	10.2705534696579	up
CRYM	4.37155886261	1.85387213528156	up
CTAGE5	5.16349873228	4.99731323122978	up
CTB-36O1.7	5.9044840979	0.384805770590901	up
CTB-43P18.1	5.20554891117	2.59697012603283	up
