gene	expression	threshold	direction
AC005062.2	0.20163386117	0.965881854295731	down
AC007318.5	1.97452931248	2.03355076909065	down
AC011737.2	1.02147972741	1.2278054356575	down
AC016739.2	2.01077983875	2.07443207502365	down
AF127577.10	0	0.120280981063843	down
AP003419.11	0	1.98282274603844	down
C17orf89	4.25776496857	4.70038467645645	down
CCDC124	4.74200621087	5.05176967382431	down
CHCHD10	7.95466162084	7.95505142211914	down
CHMP4B	5.45811948117	5.57473945617676	down
CISD1	4.33771109213	4.48840540647507	down
COX6C	7.75201260783	7.86734819412231	down
CSTB	2.5484366247	2.89360490441322	down
CTB-63M22.1	1.22650852981	1.26322686672211	down
CTC-564N23.2	0	0.136643931269646	down
DMTN	2.98185265329	3.2353208065033	down
DNAJC12	1.08406426479	1.08968171477318	down
EEF1B2	7.80283944094	7.87876200675964	down
EEF1D	7.85412035609	7.92197787761688	down
EEF1G	9.37090532011	9.6374899148941	down
FABP5P7	1.96716860753	2.27714458107948	down
FBXO6	1.89917563048	2.07174548506737	down
FBXW5	5.39334755138	5.44668912887573	down
GABARAPL1	5.00943675561	5.03778445720673	down
GADD45GIP1	3.77082904603	4.11067616939545	down
GCSHP5	3.08746284125	3.49782395362854	down
GMPR	5.96370530658	6.27647620439529	down
GSTP1	5.66704055902	5.74287873506546	down
GUK1	5.29241366783	5.36759728193283	down
HBA1	0.650764559117	0.860772311687469	down
HBA2	0	1.60830336809158	down
HBB	0	1.42165213823318	down
HNRNPUL2-BSCL2	0.731183241572	1.63497757911682	down
HOXC9	2.88752527074	3.06238037347794	down
ISCA1P1	1.85598969731	2.36847543716431	down
ISCU	6.40429006444	6.41251736879349	down
ISY1	2.7782085764	2.94593301415443	down
MRPL14	5.17272751801	5.17281770706177	down
MRPL20	5.82222027162	5.90636897087097	down
MRPL33	6.78777199285	6.98584306240082	down
MRPL52	4.93922657773	4.94794297218323	down
MT-ATP6	12.3171751601	14.3011739253998	down
MT-ATP8	12.1009448063	14.7105716466904	down
MT-CO2	12.9861851409	13.6593023538589	down
MT-CYB	12.5125133266	13.363657951355	down
MT-ND1	12.4426221702	13.1162256002426	down
MT-ND2	11.8534499189	13.1055195331573	down
MT-ND3	12.6016593791	12.9562729597092	down
MT-ND4	12.4891630695	13.7378146648407	down
MT-ND4L	12.4611238456	13.0304819345474	down
MT-RNR1	6.48204154199	9.75198471546173	down
MT-RNR2	6.33717586859	11.9540433883667	down
MTATP6P1	9.2376162965	11.2067506313324	down
MTCP1	1.22650852981	2.58595159649849	down
NDUFAF2	3.69265037004	4.24190670251846	down
NDUFB11	6.00539998774	6.35065448284149	down
NDUFB9	7.67863534782	8.0868114233017	down
NDUFS5	7.03353312673	7.74846255779266	down
NFIL3	1.90689059561	1.91451686620712	down
PDAP1	5.60999129521	6.1835116147995	down
PDCD5	5.15785216914	5.5819456577301	down
PFDN2	3.9772799235	4.95587128400803	down
POLR2F	4.29130885983	4.5310732126236	down
POLR2J	5.06781078379	5.45097988843918	down
PRR34-AS1	3.16832111574	3.60167413949966	down
RNA5SP216	0	1.29469537734985	down
SARNP	4.40394936423	4.54013985395432	down
SCN1B	6.57667329252	6.70318269729614	down
SHFM1	4.11270013275	5.57123708724976	down
SIVA1	4.81455042346	5.09852522611618	down
SMYD2	3.78450398293	4.07198935747147	down
SNAPC5	3.41683974191	3.53805857896805	down
SNHG6	5.74550626587	6.25404191017151	down
SPCS2P4	0.879705766282	1.55860850214958	down
SRP19	3.67468661993	3.91175419092178	down
STARD10	3.93640237773	4.51292139291763	down
THNSL2	2.36737106565	2.72733807563782	down
TOMM7	7.20593983247	7.99256181716919	down
TSR3	4.22110372537	4.27267444133759	down
TST	3.08065766335	3.20559793710709	down
TTN-AS1	7.53216108498	9.88646411895752	down
U2AF1	2.83390207667	3.34787273406982	down
UBE2Q2P6	6.82781902462	6.90597140789032	down
UBL5	6.85598969731	6.91627645492554	down
WDR13	5.12928301694	5.18789547681808	down
YBX1	8.50553370419	8.70622515678406	down
YBX3	10.2057932494	10.2699145078659	down
ZMAT2	4.76394266045	4.88675343990326	down
