gene	expression	threshold	direction
A2M	7.12866458654	6.88435369729996	up
ABCC9	5.92005505481	5.53866052627563	up
AC066694.1	6.4417822395	0	up
AC239868.1	4.96116025814	0	up
ADGRF5	4.54720302476	4.49871042370796	up
AKAP2	4.61412086879	4.0405250787735	up
AKAP6	6.33860269035	5.89831402897835	up
AMOT	6.62029314995	6.13682898879051	up
ANGPTL1	5.51727569321	5.35205322504044	up
ANK2	6.82017896242	6.52760064601898	up
APLNR	5.2816982501	4.37223413586617	up
APOOL	4.70043971814	3.68510293960571	up
APPL1	4.89724042557	4.85264652967453	up
ARHGAP5	4.92647391126	4.54623872041702	up
ARID1B	4.93640237773	4.89948856830597	up
ATF7IP	4.81455042346	4.37216064333916	up
BNC2	5.09127669437	2.51627492904663	up
C16orf72	5.054848477	4.77887615561485	up
CACNA2D1	6.62629310754	6.48013776540756	up
CAMSAP2	4.66562016407	3.64812612533569	up
CCSER2	6.17192735435	5.4960156083107	up
CD36	8.73947685253	8.38880610466003	up
CD93	5.3519109611	4.4523321390152	up
CDH5	5.38784501297	4.9221907556057	up
CDR1-AS	5.02281165092	0.408735059201717	up
CLEC14A	5.0478873294	4.98338523507118	up
COL15A1	7.10653676887	5.94566372036934	up
COL1A1	7.79187917326	5.5726520717144	up
COL1A2	7.33422858454	6.99935281276703	up
COL3A1	8.27342264115	6.22510528564453	up
COL4A1	6.74429566906	6.18207579851151	up
COL4A2	6.66547804763	6.19923585653305	up
COL5A1	4.99140846676	3.37365728616714	up
CTB-36O1.7	4.95466162084	0.384805770590901	up
CTNNA3	4.74416109557	3.35091355443001	up
CUL5	5.00360223668	4.92447051405907	up
DDX6	5.55489577542	5.08095419406891	up
DIP2C	4.68818035859	4.62774074077606	up
DLC1	4.60229058486	3.75663888454437	up
DPP8	4.71479501112	4.45072847604752	up
DPYSL2	5.26528685757	4.37106892466545	up
ELK4	4.53915881111	3.77637529373169	up
EPB41L2	5.01077983875	4.99556320905685	up
ETS1	5.16952419715	4.4150025844574	up
FAM114A1	4.60288440872	3.76310908794403	up
FAM160A1	4.79805051477	4.36252510547638	up
FAM198B	4.73606362787	2.77038784325123	up
FBN1	4.97911075502	4.97572332620621	up
FILIP1	5.60139939053	5.55299109220505	up
FKBP9	4.98276546258	4.9558639228344	up
FOXN3	6.71177020386	5.91048991680145	up
FP236383.5	6.7989577479	0	up
FP236383.7	10.9272964897	0	up
FP236383.8	10.9272964897	0	up
FP671120.2	10.9272964897	0	up
FXYD6	4.88313201566	4.65033295750618	up
GATSL2	6.44840543507	6.3628748357296	up
GS1-309P15.3	5.43061981096	0	up
GSK3B	4.58315800387	4.31229814887047	up
HEG1	4.61529857909	3.37126502394676	up
HIPK3	6.7266950045	5.96350193023682	up
HIST1H1E	6.11144869849	0.763647947460413	up
HIST1H4C	5.47605759568	0.352239375934005	up
HIST1H4E	4.9107326619	0	up
HIST1H4J	4.78240856493	1.00840162485838	up
HIST2H2AC	6.44393811501	1.23622037656605	up
HIST2H2BE	6.73104743934	6.149682700634	up
HIVEP2	4.65935375917	4.23682102560997	up
HMGCS2	6.60258752734	3.91867770254612	up
HSPG2	7.18794585632	6.63558661937714	up
HTRA3	5.55796142689	5.36670649051666	up
IGF1	4.79753183957	4.24402509629726	up
IGF2	7.936637939	6.85822153091431	up
IL32	10.452148559	10.0816484093666	up
ITGA1	4.78764141448	3.41534075140953	up
KIAA1715	5.02369891727	4.89472627639771	up
KIF13A	5.75568877685	5.70721632242203	up
KLHL24	6.47427378772	6.06727540493011	up
KLHL31	7.22689381357	7.11653172969818	up
KMT2E	4.64904056563	4.54378899931908	up
KREMEN1	5.141187525	4.60146814584732	up
LAMA4	4.81557542886	4.27459293603897	up
LPP	5.00180224263	4.39628863334656	up
MALAT1	10.2084294687	9.3313022851944	up
MARCKS	4.64789009106	3.4246444106102	up
MED13	4.92172194701	4.50643843412399	up
MIR3648-1	6.47362458306	0	up
MIR3648-2	6.47362458306	0	up
MIR675	10.5545504816	0	up
MRC2	5.29057185085	4.77671736478806	up
MRPS30	5.43762724832	5.34817355871201	up
Metazoa_SRP	17.4426648504	8.13066589832306	up
NAA60	5.06781078379	5.03267416357994	up
NFIA	5.4296159642	3.34056562185287	up
NFIB	5.85947266685	3.88137751817703	up
NFIX	7.83289001416	7.80738693475723	up
NR3C1	5.74065777162	5.30006957054138	up
NRP1	6.29149305326	5.83985671401024	up
NT5C1A	5.88044064789	5.11326679587364	up
NUDT3	5.50684309897	5.36391022801399	up
OIP5-AS1	6.04963076772	5.60412484407425	up
OPA1	5.84849775539	5.66659653186798	up
PCMTD1	6.53869335053	6.18739449977875	up
PDP1	5.45943161864	4.69187948107719	up
PHACTR2	5.03474394932	2.96406069397926	up
PHC3	4.54287709935	3.43647000193596	up
PLEC	7.72137265948	7.68287569284439	up
PODXL	5.15299460549	4.52314627170563	up
PPARA	5.56163163038	5.04507347941399	up
PPP1R12B	7.06845585201	6.79130673408508	up
PPP3CA	5.36352154355	4.7969982624054	up
PRKAA2	5.67101024128	5.48974043130875	up
PTPRB	4.66220549965	3.36030495166779	up
QKI	7.68594014845	7.27589082717896	up
RGS5	6.98902544063	6.79327791929245	up
RMND5A	5.77584069853	5.76198548078537	up
RMRP	12.4038135941	3.3882247209549	up
RN7SK	15.4277197561	6.64969027042389	up
RN7SKP203	4.60762622085	0	up
RN7SKP255	5.91217080295	0	up
RN7SL1	14.9402415524	6.40118461847305	up
RN7SL4P	7.23266075679	0	up
RNA5-8S5	12.2278084503	11.6865390539169	up
RNU1-1	10.2742616613	6.60139593482018	up
RNU1-28P	10.2742616613	6.60139593482018	up
RNU1-3	10.2742616613	6.60139593482018	up
RNU2-2P	7.02547181462	5.96454779861961	up
RNU4-1	7.06673502873	0	up
RNU4-2	9.50420325342	8.83461579680443	up
RNU4ATAC	5.37851162325	0	up
RNU5A-1	4.87036471958	0	up
RNVU1-18	10.2742616613	6.60139593482018	up
RNY1	11.3594091583	0	up
ROBO4	4.85499301676	4.26491874456406	up
ROCK2	5.6599245584	5.30409678816795	up
SCARNA10	8.37677657188	0.981047917157412	up
SCARNA12	8.07060399868	3.2531111985445	up
SCARNA13	7.15340002774	2.80961666628718	up
SCARNA2	9.21696406447	2.06277185678482	up
SCARNA5	6.46090634821	0	up
SCARNA6	5.47378691161	2.05957412719727	up
SCARNA7	7.22023320438	1.93517938256264	up
SCARNA9	4.96578428466	2.003044500947	up
SEMA3C	5.08661394741	4.51832592487335	up
SGK1	5.73930807086	5.67043301463127	up
SLC30A9	4.93640237773	4.7663437128067	up
SLMAP	6.27705487615	6.26509118080139	up
SNHG22	5.72410451987	3.4015679359436	up
SNORA10	4.84247606299	0	up
SNORA12	5.224966365	0	up
SNORA34	8.89396886947	0	up
SNORA38B	4.80735492206	0	up
SNORA43	7.7710932517	0	up
SNORA47	6.19633163427	0	up
SNORA48	8.38400662203	0	up
SNORA49	5.55550942708	0	up
SNORA52	6.02768487694	0	up
SNORA54	8.07392731773	0	up
SNORA57	6.87774424995	0	up
