gene	expression	threshold	direction
AAK1	5.08873524619	4.34211683273315	up
ABCA1	5.23381138429	4.81198494136333	up
ABCA10	5.61028665708	5.19156885147095	up
ABCA6	5.4110872268	4.74023523926735	up
ABCA8	6.08193608172	5.46497303247452	up
ABCB8	5.09887428674	4.47546204924583	up
ABCC9	5.64961545906	5.53866052627563	up
ABCD4	5.62760683813	5.44446700811386	up
ABR	5.83895176695	4.60009324550629	up
AC005154.6	6.48204154199	6.0532044172287	up
AC022395.1	6.61750419799	0	up
AC024560.3	5.09718938724	4.99023965001106	up
AC027612.6	4.89481776331	3.73917916417122	up
AC053503.6	5.1034976397	3.9095354527235	up
AC159540.1	5.07980475464	4.22250281274319	up
ACE	5.0062980239	3.83797463774681	up
ACOT11	5.35508676167	3.80375003814697	up
ADAMTS10	5.00898878323	4.10830947756767	up
ADAR	5.19731499947	4.87792384624481	up
ADCY4	5.6934869575	5.20424371957779	up
ADD3	5.2750070475	4.29508018493652	up
AF235103.1	6.31288295528	0	up
AFG3L1P	4.91408609701	4.46202576160431	up
AGBL1	5.2372577709	2.6494137942791	up
AHDC1	5.38750040648	5.32016950845718	up
AHI1	5.03254169727	4.2045681476593	up
AHSA2	5.70404195482	5.55975764989853	up
AKAP13	7.42693561965	6.81731569766998	up
AKAP6	6.31976242767	5.89831402897835	up
AKAP9	6.1319598229	5.78120499849319	up
ANGEL2	4.92409988564	4.24373054504395	up
ANKFY1	5.20789285164	4.86647546291351	up
ANKIB1	4.95791459863	3.44732195138931	up
ANKRD11	5.74416109557	5.69574820995331	up
ANKRD12	5.7257411565	4.68535515666008	up
ANKRD36C	5.35155766245	1.54990305006504	up
ANKRD39	6.3726039152	6.23676496744156	up
ANKS1B	5.15704371015	2.72110940515995	up
AP000908.1	5.94345253856	0	up
APBB2	5.37955165337	4.07585534453392	up
ARAP1	5.06781078379	4.98316469788551	up
ARHGAP21	5.22419466397	5.21101832389832	up
ARHGAP5	4.91360751182	4.54623872041702	up
ARHGEF1	5.38887833881	5.33298581838608	up
ARHGEF12	6.26341005876	5.46220964193344	up
ARHGEF17	5.34872815423	4.71334716677666	up
ARHGEF2	5.71094415458	4.98426300287247	up
ARHGEF7	6.03869955131	5.91453337669373	up
ARID1B	5.2422213951	4.89948856830597	up
ASH1L	5.42559357765	4.82421523332596	up
ASMTL-AS1	5.17072627613	3.97656515240669	up
ATF6B	5.66391384212	5.47602212429047	up
ATF7IP	5.57288966842	4.37216064333916	up
ATM	5.22689381357	3.81208226084709	up
ATP2B4	5.1779177922	4.06048801541328	up
ATP9B	5.28095631383	4.65407872200012	up
ATRX	5.78424222206	4.71368682384491	up
ATXN1	5.25474519763	4.11198341846466	up
ATXN2	5.50716034912	5.33478698134422	up
ATXN7	4.93875626149	3.83727210760117	up
B3GALNT2	5.45647762935	4.95047450065613	up
BAZ2A	6.20378845331	5.74302667379379	up
BAZ2B	6.31505896632	4.61233907938004	up
BCAS3	5.57682443128	4.41897523403168	up
BCLAF1	6.13381009111	5.96687364578247	up
BIRC6	6.09592442	4.88346201181412	up
